Accession,SRA_Accession,Authors,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
KT368914,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",2015-12-17T00:00:00Z,camel/Taif/T96/2015,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27392,GenBank,complete,,,,Saudi Arabia,Saudi Arabia,,Camelus,,2015/4/1,,"Camel alphacoronavirus isolate camel/Taif/T96/2015, complete genome"
KT368915,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",2015-12-17T00:00:00Z,camel/Taif/T157(a)/2015,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27392,GenBank,complete,,,,Saudi Arabia,Saudi Arabia,,Camelus,,2015/3/1,,"Camel alphacoronavirus isolate camel/Taif/T157(a)/2015, complete genome"
KT368916,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",2015-12-17T00:00:00Z,camel/Taif/T193/2015,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27390,GenBank,complete,,,,Saudi Arabia,Saudi Arabia,,Camelus,,2015/3/1,,"Camel alphacoronavirus isolate camel/Taif/T193/2015, complete genome"
KT253259,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/AT1A-F45/Hip_aba/GHA/2010,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),5665,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros abae,,2010,,"229E-related bat coronavirus isolate BtCoV/AT1A-F45/Hip_aba/GHA/2010 RNA-dependent RNA polymerase gene, partial cds; and spike glycoprotein gene, complete cds"
KT253260,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/AT1A-F41/Hip_aba/GHA/2010,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),5665,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros abae,,2010,,"229E-related bat coronavirus isolate BtCoV/AT1A-F41/Hip_aba/GHA/2010 RNA-dependent RNA polymerase gene, partial cds; and spike glycoprotein gene, complete cds"
KT253261,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/FO-A-42/Hip_aba/GHA/2010,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),5005,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros abae,,2010,,"229E-related bat coronavirus isolate BtCoV/FO-A-42/Hip_aba/GHA/2010 RNA-dependent RNA polymerase gene, partial cds; and spike glycoprotein gene, complete cds"
KT253262,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/BUO2E-F58/Hip_cf._rub/GHA/2011,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),5005,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros cf. ruber,,2011,,"229E-related bat coronavirus isolate BtCoV/BUO2E-F58/Hip_cf._rub/GHA/2011 RNA-dependent RNA polymerase gene, partial cds; and spike glycoprotein gene, complete cds"
KT253263,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/FO1E-F66/Hip_cf._rub/GHA/2011,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),5005,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros cf. ruber,,2011,,"229E-related bat coronavirus isolate BtCoV/FO1E-F66/Hip_cf._rub/GHA/2011 RNA-dependent RNA polymerase gene, partial cds; and spike glycoprotein gene, complete cds"
KT253264,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/KW1C-F161/Hip_cf._rub/GHA/2010,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),5632,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros cf. ruber,,2010,,"229E-related bat coronavirus isolate BtCoV/KW1C-F161/Hip_cf._rub/GHA/2010 RNA-dependent RNA polymerase gene, partial cds; and spike glycoprotein gene, complete cds"
KT253265,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/KW1E-F12/Hip_cf._rub/GHA/2011,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),5005,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros cf. ruber,,2011,,"229E-related bat coronavirus isolate BtCoV/KW1E-F12/Hip_cf._rub/GHA/2011 RNA-dependent RNA polymerase gene, partial cds; and spike glycoprotein gene, complete cds"
KT253266,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/BUO2A-75/Hip_aba/GHA/2010,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),5005,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros abae,,2010,,"229E-related bat coronavirus isolate BtCoV/BUO2A-75/Hip_aba/GHA/2010 RNA-dependent RNA polymerase gene, partial cds; and spike glycoprotein gene, complete cds"
KT253267,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/FO1E-F67/Hip_cf._rub/GHA/2011,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),5005,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros cf. ruber,,2011,,"229E-related bat coronavirus isolate BtCoV/FO1E-F67/Hip_cf._rub/GHA/2011 RNA-dependent RNA polymerase gene, partial cds; and spike glycoprotein gene, complete cds"
KT253268,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/KW2E-F73/Hip_cf._rub/GHA/2011,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),5635,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros cf. ruber,,2011,,"229E-related bat coronavirus isolate BtCoV/KW2E-F73/Hip_cf._rub/GHA/2011 RNA-dependent RNA polymerase gene, partial cds; and spike glycoprotein gene, complete cds"
KT253269,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/KW2E-F151/Hip_cf._rub/GHA/2011,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),28026,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros cf. ruber,,2011,,"229E-related bat coronavirus isolate BtCoV/KW2E-F151/Hip_cf._rub/GHA/2011 orf1ab, orf1a, spike glycoprotein, orf4, E, M, N, and orf8 genes, complete cds"
KT253270,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/FO1A-F2/Hip_aba/GHA/2010,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),28020,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros abae,,2010,,"229E-related bat coronavirus isolate BtCoV/FO1A-F2/Hip_aba/GHA/2010 orf1ab, orf1a, spike glycoprotein, orf4, E, M, N, and orf8 genes, complete cds"
KT253271,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/KW2E-F56/Hip_cf._rub/GHA/2011,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),28754,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros cf. ruber,,2011,,"229E-related bat coronavirus isolate BtCoV/KW2E-F56/Hip_cf._rub/GHA/2011 orf1ab, orf1a, spike glycoprotein, orf4, E, M, N, and orf8 genes, complete cds"
KT253272,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/AT1A-F1/Hip_aba/GHA/2010,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),28688,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros abae,,2010,,"229E-related bat coronavirus isolate BtCoV/AT1A-F1/Hip_aba/GHA/2010 orf1ab, orf1a, spike glycoprotein, orf4, E, M, N, and orf8 genes, complete cds"
KT253273,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/AT1A-F26/Hip_cf._rub/GHA/2010,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),816,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros cf. ruber,,2010,,"229E-related bat coronavirus isolate BtCoV/AT1A-F26/Hip_cf._rub/GHA/2010 RNA-dependent RNA polymerase gene, partial cds"
KT253274,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/AT1A-F63/Hip_aba/GHA/2010,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),816,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros abae,,2010,,"229E-related bat coronavirus isolate BtCoV/AT1A-F63/Hip_aba/GHA/2010 RNA-dependent RNA polymerase gene, partial cds"
KT253275,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/BUO1E-F102/Hip_cf._rub/GHA/2011,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),816,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros cf. ruber,,2011,,"229E-related bat coronavirus isolate BtCoV/BUO1E-F102/Hip_cf._rub/GHA/2011 RNA-dependent RNA polymerase gene, partial cds"
KT253276,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/BUO1E-F82/Hip_cf._rub/GHA/2011,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),816,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros cf. ruber,,2011,,"229E-related bat coronavirus isolate BtCoV/BUO1E-F82/Hip_cf._rub/GHA/2011 RNA-dependent RNA polymerase gene, partial cds"
KT253277,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/BUO2A-F15/Hip_cf._rub/GHA/2010,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),816,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros cf. ruber,,2010,,"229E-related bat coronavirus isolate BtCoV/BUO2A-F15/Hip_cf._rub/GHA/2010 RNA-dependent RNA polymerase gene, partial cds"
KT253278,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/BUO2A-F23/Hip_cf._rub/GHA/2010,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),816,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros cf. ruber,,2010,,"229E-related bat coronavirus isolate BtCoV/BUO2A-F23/Hip_cf._rub/GHA/2010 RNA-dependent RNA polymerase gene, partial cds"
KT253279,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/BUO2B-F210/Hip_cf._rub/GHA/2011,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),816,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros cf. ruber,,2011,,"229E-related bat coronavirus isolate BtCoV/BUO2B-F210/Hip_cf._rub/GHA/2011 RNA-dependent RNA polymerase gene, partial cds"
KT253280,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/BUO2E-F101/Hip_aba/GHA/2011,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),816,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros abae,,2011,,"229E-related bat coronavirus isolate BtCoV/BUO2E-F101/Hip_aba/GHA/2011 RNA-dependent RNA polymerase gene, partial cds"
KT253281,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/BUO2E-F124/Hip_cf._rub/GHA/2011,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),816,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros cf. ruber,,2011,,"229E-related bat coronavirus isolate BtCoV/BUO2E-F124/Hip_cf._rub/GHA/2011 RNA-dependent RNA polymerase gene, partial cds"
KT253282,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/BUO2E-F155/Hip_cf._rub/GHA/2011,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),816,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros cf. ruber,,2011,,"229E-related bat coronavirus isolate BtCoV/BUO2E-F155/Hip_cf._rub/GHA/2011 RNA-dependent RNA polymerase gene, partial cds"
KT253283,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/BUO2E-F156/Hip_cf._rub/GHA/2011,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),816,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros cf. ruber,,2011,,"229E-related bat coronavirus isolate BtCoV/BUO2E-F156/Hip_cf._rub/GHA/2011 RNA-dependent RNA polymerase gene, partial cds"
KT253284,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/BUO2E-F157/Hip_cf._rub/GHA/2011,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),816,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros cf. ruber,,2011,,"229E-related bat coronavirus isolate BtCoV/BUO2E-F157/Hip_cf._rub/GHA/2011 RNA-dependent RNA polymerase gene, partial cds"
KT253285,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/BUO2E-F159/Hip_cf._rub/GHA/2011,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),816,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros cf. ruber,,2011,,"229E-related bat coronavirus isolate BtCoV/BUO2E-F159/Hip_cf._rub/GHA/2011 RNA-dependent RNA polymerase gene, partial cds"
KT253286,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/BUO2E-F160/Hip_cf._rub/GHA/2011,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),816,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros cf. ruber,,2011,,"229E-related bat coronavirus isolate BtCoV/BUO2E-F160/Hip_cf._rub/GHA/2011 RNA-dependent RNA polymerase gene, partial cds"
KT253287,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/BUO2E-F27/Hip_cf._rub/GHA/2011,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),816,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros cf. ruber,,2011,,"229E-related bat coronavirus isolate BtCoV/BUO2E-F27/Hip_cf._rub/GHA/2011 RNA-dependent RNA polymerase gene, partial cds"
KT253288,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/BUO2E-F39/Hip_cf._rub/GHA/2011,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),816,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros cf. ruber,,2011,,"229E-related bat coronavirus isolate BtCoV/BUO2E-F39/Hip_cf._rub/GHA/2011 RNA-dependent RNA polymerase gene, partial cds"
KT253289,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/FO-A-58/Hip_aba/GHA/2010,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),816,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros abae,,2010,,"229E-related bat coronavirus isolate BtCoV/FO-A-58/Hip_aba/GHA/2010 RNA-dependent RNA polymerase gene, partial cds"
KT253290,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/FO-A-73/Hip_cf._rub/GHA/2010,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),816,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros cf. ruber,,2010,,"229E-related bat coronavirus isolate BtCoV/FO-A-73/Hip_cf._rub/GHA/2010 RNA-dependent RNA polymerase gene, partial cds"
KT253291,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",2015-10-26T00:00:00Z,BtCoV/FO1E-F11/Hip_cf._rub/GHA/2011,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),816,GenBank,partial,,,1,Ghana,Ghana,,Hipposideros cf. ruber,,2011,,"229E-related bat coronavirus isolate BtCoV/FO1E-F11/Hip_cf._rub/GHA/2011 RNA-dependent RNA polymerase gene, partial cds"
